ticker,exchange,eps_pct_diff_surp,asof_date,act_rpt_code
MCRN,NYSE,34.29,2017-02-23,BTO
WRK,NYSE,2.17,2017-01-24,BTO
CNXC,NYSE,-30.51,2017-01-30,AMC
GCI,NYSE,35.14,2017-02-09,BTO
CC,NYSE,-75.76,2017-02-15,AMC
ENR,NYSE,20.8,2017-02-01,BTO
HLI,NYSE,11.76,2017-02-01,AMC
FLOW,NYSE,-11.54,2017-02-08,BTO
PJT,NYSE,45.83,2017-02-09,BTO
PFGC,NYSE,-3.33,2017-02-08,BTO
MSG,NYSE,14.35,2017-02-03,BTO
FDC,NYSE,13.33,2017-02-13,BTO
RACE,NYSE,39.62,2017-02-02,BTO
MPSX,NYSE,-17.65,2017-02-13,AMC
FCPT,NYSE,-6.06,2017-02-22,AMC
INST,NYSE,13.21,2017-02-06,AMC
SQ,NYSE,55.56,2017-02-22,AMC
CSRA,NYSE,6.67,2017-02-07,AMC
AGR,NYSE,6.35,2017-02-21,BTO
OSB,NYSE,25.49,2017-02-03,BTO
MFS,NYSE,-5.88,2017-02-15,BTO
UA,NYSE,-8.0,2017-01-31,BTO
NGVT,NYSE,13.33,2017-02-22,AMC
SUPV,NYSE,20.51,2017-02-17,None
COTV,NYSE,15.15,2017-02-22,AMC
USFD,NYSE,6.25,2017-02-15,BTO
ATKR,NYSE,8.33,2017-02-07,BTO
FTV,NYSE,1.49,2017-02-07,AMC
HTZ,NYSE,-31.48,2017-02-27,AMC
TWLO,NYSE,16.67,2017-02-07,AMC
NBLX,NYSE,5.26,2017-02-13,AMC
FBK,NYSE,2.38,2017-01-26,AMC
NTB,NYSE,12.73,2017-02-13,BTO
VSM,NYSE,17.5,2017-02-13,BTO
VVV,NYSE,16.67,2017-01-26,AMC
PKY,NYSE,20.0,2017-02-23,AMC
ARCH,NYSE,5400.0,2017-02-08,BTO
ADSW,NYSE,400.0,2017-02-23,AMC
AZRE,NYSE,-78.95,2017-02-14,AMC
FTS,NYSE,33.33,2017-02-16,BTO
ADNT,NYSE,1.44,2017-02-03,BTO
YUMC,NYSE,41.67,2017-02-07,AMC
MYOV,NYSE,54.55,2017-02-13,AMC
ZTO,NYSE,-86.36,2017-02-27,AMC
AA,NYSE,-36.36,2017-01-24,AMC
LGF.A,NYSE,10.0,2017-02-08,AMC
CNDT,NYSE,31.82,2017-02-22,BTO
BRC,NYSE,17.65,2017-02-23,BTO
CPB,NYSE,3.41,2017-02-17,BTO
DDS,NYSE,-20.94,2017-02-21,BTO
DE,NYSE,22.0,2017-02-17,BTO
EV,NYSE,-8.62,2017-02-22,BTO
M,NYSE,2.54,2017-02-21,BTO
HD,NYSE,8.27,2017-02-21,BTO
HRL,NYSE,-4.35,2017-02-23,BTO
HPQ,NYSE,2.7,2017-02-22,AMC
JCP,NYSE,4.92,2017-02-24,BTO
KSS,NYSE,9.09,2017-02-23,BTO
LB,NYSE,6.84,2017-02-22,AMC
LZB,NYSE,4.44,2017-02-21,AMC
MDT,NYSE,0.9,2017-02-21,BTO
JWN,NYSE,21.24,2017-02-23,AMC
TJX,NYSE,3.0,2017-02-22,BTO
TOL,NYSE,20.0,2017-02-22,BTO
TTC,NYSE,10.81,2017-02-23,BTO
WMT,NYSE,0.78,2017-02-21,BTO
FL,NYSE,4.58,2017-02-24,BTO
CHS,NYSE,150.0,2017-02-22,BTO
RY,NYSE,5.26,2017-02-25,None
CM,NYSE,1.88,2017-02-23,BTO
A,NYSE,8.16,2017-02-14,AMC
WDAY,NYSE,10.0,2017-02-27,AMC
RH,NYSE,4.62,2017-02-23,AMC
KEYS,NYSE,-8.0,2017-02-16,AMC
HPE,NYSE,2.27,2017-02-23,AMC
NRG,NYSE,1000.0,2017-02-28,BTO
FCN,NYSE,-17.24,2017-02-28,BTO
BLD,NYSE,3.51,2017-02-28,BTO
UHS,NYSE,0.56,2017-02-28,AMC
SDLP,NYSE,38.0,2017-02-28,BTO
EVHC,NYSE,-10.0,2017-02-28,AMC
GPT,NYSE,-5.88,2017-02-28,AMC
KWR,NYSE,7.69,2017-02-28,AMC
CBI,NYSE,-42.57,2017-02-28,AMC
MORE,NYSE,10.0,2017-02-28,AMC
SSW,NYSE,16.67,2017-02-28,AMC
AZO,NYSE,-1.46,2017-02-28,BTO
XHR,NYSE,5.77,2017-02-28,BTO
HMLP,NYSE,-19.35,2017-02-28,BTO
LQ,NYSE,-50.0,2017-02-28,AMC
PAH,NYSE,33.33,2017-02-28,BTO
GPX,NYSE,11.11,2017-02-28,BTO
PANW,NYSE,-52.63,2017-02-28,AMC
CSU,NYSE,52.94,2017-02-28,AMC
FRO,NYSE,175.0,2017-02-28,BTO
WNRL,NYSE,10.71,2017-02-28,BTO
NYLD,NYSE,-147.62,2017-02-28,BTO
PNM,NYSE,9.68,2017-02-28,BTO
VEEV,NYSE,36.36,2017-02-28,AMC
HK,NYSE,32.0,2017-02-28,AMC
CLNS,NYSE,-33.33,2017-02-28,AMC
RHP,NYSE,2.78,2017-02-28,BTO
DAR,NYSE,13.64,2017-02-28,AMC
TGT,NYSE,-3.33,2017-02-28,BTO
SRE,NYSE,7.04,2017-02-28,BTO
EQY,NYSE,5.88,2017-02-28,AMC
NADL,NYSE,2.48,2017-02-28,BTO
SEAS,NYSE,-7.69,2017-02-28,BTO
BW,NYSE,-447.83,2017-02-28,AMC
AM,NYSE,8.82,2017-02-28,AMC
EVH,NYSE,-66.67,2017-02-28,AMC
XOXO,NYSE,20.0,2017-02-28,AMC
AR,NYSE,23.08,2017-02-28,AMC
HY,NYSE,-14.94,2017-02-28,AMC
FIG,NYSE,12.5,2017-02-28,BTO
CNP,NYSE,-10.34,2017-02-28,BTO
DRQ,NYSE,-14.81,2017-02-28,BTO
SFL,NYSE,2.78,2017-03-01,None
AMC,NYSE,8.82,2017-02-28,AMC
ORA,NYSE,30.23,2017-02-28,AMC
EPR,NYSE,1.63,2017-02-28,AMC
HIFR,NYSE,-3.45,2017-02-28,BTO
SNR,NYSE,-3.12,2017-02-28,BTO
PEN,NYSE,33.33,2017-02-28,AMC
CLI,NYSE,1.82,2017-02-28,AMC
BMO,NYSE,23.02,2017-02-28,BTO
IPI,NYSE,-72.73,2017-02-28,BTO
DPLO,NYSE,-50.0,2017-02-28,AMC
SRG,NYSE,-8.47,2017-02-28,AMC
WNR,NYSE,-187.5,2017-02-28,BTO
I,NYSE,70.59,2017-02-28,BTO
DDD,NYSE,50.0,2017-02-28,BTO
DPZ,NYSE,3.5,2017-02-28,BTO
BNS,NYSE,1.71,2017-02-28,BTO
BNED,NYSE,-47.06,2017-02-28,BTO
ICD,NYSE,6.67,2017-02-28,BTO
UAM,NYSE,-600.0,2017-02-28,AMC
CABO,NYSE,-1.86,2017-02-28,BTO
STAY,NYSE,42.86,2017-02-28,BTO
ECR,NYSE,71.43,2017-02-28,AMC
VRX,NYSE,1.61,2017-02-28,BTO
TNET,NYSE,3.23,2017-02-28,AMC
MRIN,NYSE,47.06,2017-02-28,AMC
GSBD,NYSE,-1.96,2017-02-28,AMC
SDRL,NYSE,84.62,2017-02-28,BTO
CRM,NYSE,-50.0,2017-02-28,AMC
WTW,NYSE,5.56,2017-02-28,AMC
TTI,NYSE,-45.45,2017-03-01,BTO
RESI,NYSE,32.73,2017-03-01,BTO
GNK,NYSE,-385.51,2017-03-01,AMC
GTY,NYSE,4.88,2017-03-01,AMC
FOE,NYSE,28.57,2017-03-01,AMC
CAPL,NYSE,-50.0,2017-02-28,BTO
NYRT,NYSE,-80.0,2017-03-01,AMC
BBY,NYSE,17.47,2017-03-01,BTO
GEF,NYSE,-10.0,2017-03-01,AMC
CODI,NYSE,-85.11,2017-03-01,AMC
PLNT,NYSE,5.26,2017-03-01,AMC
MITT,NYSE,18.75,2017-03-01,AMC
XON,NYSE,-13.04,2017-03-01,AMC
OME,NYSE,-30.23,2017-03-01,AMC
WSR,NYSE,30.77,2017-03-01,AMC
AJRD,NYSE,-28.57,2017-03-01,AMC
TDOC,NYSE,11.43,2017-03-01,AMC
DY,NYSE,18.84,2017-03-01,BTO
PSTG,NYSE,12.5,2017-03-01,AMC
ANW,NYSE,5.13,2017-03-01,AMC
WTI,NYSE,125.0,2017-03-01,AMC
E,NYSE,316.67,2017-03-02,None
LOW,NYSE,8.86,2017-03-01,BTO
TRCO,NYSE,-5.56,2017-03-01,BTO
BVN,NYSE,-1133.33,2017-03-01,AMC
BOX,NYSE,6.67,2017-03-01,AMC
VSI,NYSE,-10.0,2017-03-01,BTO
GKOS,NYSE,100.0,2017-03-01,AMC
EPE,NYSE,-40.0,2017-03-01,AMC
CCU,NYSE,36.36,2017-02-28,None
FOR,NYSE,-74.77,2017-03-01,AMC
JCAP,NYSE,3.92,2017-03-01,AMC
VGR,NYSE,-27.78,2017-03-01,AMC
DCI,NYSE,12.9,2017-03-01,BTO
AJX,NYSE,-32.69,2017-03-01,AMC
NVGS,NYSE,250.0,2017-03-01,AMC
INXN,NYSE,-12.5,2017-03-01,BTO
AEO,NYSE,2.63,2017-03-01,BTO
CORR,NYSE,-13.16,2017-03-01,AMC
HRI,NYSE,-140.0,2017-03-01,BTO
SQM,NYSE,-13.89,2017-03-02,AMC
ANF,NYSE,-6.58,2017-03-02,BTO
GCP,NYSE,-3.33,2017-03-02,BTO
CIO,NYSE,-11.54,2017-03-02,BTO
JOE,NYSE,300.0,2017-03-02,AMC
EXK,NYSE,-500.0,2017-03-02,BTO
COO,NYSE,3.76,2017-03-02,AMC
BURL,NYSE,4.71,2017-03-02,BTO
SFE,NYSE,-5.94,2017-03-02,BTO
AT,NYSE,54.55,2017-03-02,AMC
GWRE,NYSE,900.0,2017-03-02,AMC
AMRC,NYSE,100.0,2017-03-02,BTO
GRP.U,NYSE,-10.29,2017-03-02,AMC
SUP,NYSE,40.91,2017-03-02,BTO
MEI,NYSE,18.87,2017-03-02,BTO
CWEI,NYSE,3.14,2017-03-02,AMC
SSI,NYSE,-31.03,2017-03-02,BTO
JOY,NYSE,-50.0,2017-03-02,BTO
NEFF,NYSE,-8.57,2017-03-02,AMC
SRI,NYSE,17.24,2017-03-02,BTO
BBG,NYSE,-50.0,2017-03-02,AMC
GTS,NYSE,-26.32,2017-03-02,BTO
CNQ,NYSE,442.86,2017-03-02,BTO
TD,NYSE,4.17,2017-03-02,BTO
BKS,NYSE,-15.04,2017-03-02,BTO
BUD,NYSE,-58.25,2017-03-02,BTO
ABR,NYSE,5.0,2017-03-03,BTO
BIG,NYSE,1.35,2017-03-03,BTO
AQN,NYSE,100.0,2017-03-03,AMC
NRP,NYSE,-42.77,2017-03-06,BTO
WMC,NYSE,31.25,2017-03-06,AMC
PLOW,NYSE,33.33,2017-03-06,AMC
DCO,NYSE,2.27,2017-03-06,AMC
NX,NYSE,20.0,2017-03-06,AMC
BRSS,NYSE,5.26,2017-03-06,AMC
AFI,NYSE,47.06,2017-03-06,BTO
THO,NYSE,-2.38,2017-03-06,AMC
BFS,NYSE,-3.95,2017-03-07,AMC
NAV,NYSE,-49.02,2017-03-07,BTO
ACRE,NYSE,3.7,2017-03-07,BTO
HRB,NYSE,30.99,2017-03-07,AMC
ARA,NYSE,-3.7,2017-03-07,AMC
OOMA,NYSE,5.88,2017-03-07,AMC
PQ,NYSE,-31.43,2017-03-07,AMC
DQ,NYSE,-26.03,2017-03-07,BTO
LXFR,NYSE,-7.14,2017-03-07,AMC
ABM,NYSE,15.15,2017-03-07,AMC
REVG,NYSE,-333.33,2017-03-07,AMC
BF.B,NYSE,-2.08,2017-03-07,BTO
ALG,NYSE,-11.96,2017-03-07,AMC
JW.A,NYSE,15.0,2017-03-07,BTO
TISI,NYSE,-82.22,2017-03-07,AMC
WG,NYSE,-46.15,2017-03-07,AMC
BPI,NYSE,-150.0,2017-03-07,AMC
DKS,NYSE,2.33,2017-03-07,BTO
NMBL,NYSE,2.38,2017-03-07,BTO
NAO,NYSE,-14.29,2017-03-07,BTO
SFS,NYSE,-44.44,2017-03-08,AMC
GTT,NYSE,-118.18,2017-03-08,BTO
XTLY,NYSE,35.0,2017-03-08,AMC
OA,NYSE,-13.1,2017-03-08,BTO
HOV,NYSE,-140.0,2017-03-08,BTO
ELF,NYSE,30.77,2017-03-08,AMC
JONE,NYSE,-11.11,2017-03-08,AMC
TLRD,NYSE,-72.73,2017-03-08,AMC
EXTN,NYSE,-2500.0,2017-03-08,AMC
CWH,NYSE,55.56,2017-03-08,AMC
CIEN,NYSE,-10.0,2017-03-08,BTO
BETR,NYSE,-40.0,2017-03-08,AMC
UMH,NYSE,5.88,2017-03-08,AMC
VAL,NYSE,-29.73,2017-03-08,DMT
SXE,NYSE,-9.43,2017-03-09,BTO
ORN,NYSE,-59.09,2017-03-09,BTO
ERJ,NYSE,44.3,2017-03-09,BTO
MED,NYSE,6.25,2017-03-09,AMC
FGP,NYSE,-42.65,2017-03-09,BTO
GCAP,NYSE,2.38,2017-03-09,AMC
MYE,NYSE,-100.0,2017-03-09,BTO
APFH,NYSE,-1.85,2017-03-09,BTO
EGL,NYSE,2.0,2017-03-09,BTO
SIG,NYSE,0.75,2017-03-09,BTO
FMSA,NYSE,-37.5,2017-03-09,BTO
CSTM,NYSE,-400.0,2017-03-09,BTO
HZN,NYSE,-270.0,2017-03-09,BTO
GPRK,NYSE,-325.0,2017-03-08,None
FLY,NYSE,63.79,2017-03-09,BTO
GLP,NYSE,83.41,2017-03-09,BTO
IGT,NYSE,87.23,2017-03-09,BTO
PRTY,NYSE,2.74,2017-03-09,BTO
UBA,NYSE,-15.15,2017-03-10,AMC
SCM,NYSE,5.71,2017-03-10,BTO
TAHO,NYSE,-62.5,2017-03-10,AMC
BKE,NYSE,-5.13,2017-03-10,BTO
PGEM,NYSE,-12.5,2017-03-10,BTO
GCO,NYSE,20.11,2017-03-10,BTO
KRO,NYSE,166.67,2017-03-10,AMC
SRLP,NYSE,-108.16,2017-03-10,BTO
PVG,NYSE,-100.0,2017-03-10,AMC
MTN,NYSE,5.22,2017-03-10,BTO
TPB,NYSE,180.65,2017-03-13,BTO
LEJU,NYSE,17.39,2017-03-13,BTO
TSQ,NYSE,-24.0,2017-03-13,BTO
REN,NYSE,-197.5,2017-03-13,AMC
TLYS,NYSE,4.76,2017-03-13,AMC
IRET,NYSE,-7.69,2017-03-13,AMC
GNRT,NYSE,27.78,2017-03-13,BTO
ENZ,NYSE,50.0,2017-03-13,AMC
RYI,NYSE,-111.11,2017-03-13,AMC
KMG,NYSE,35.71,2017-03-13,AMC
PN,NYSE,-158.33,2017-03-14,BTO
NPTN,NYSE,166.67,2017-03-14,AMC
TRTN,NYSE,-19.23,2017-03-14,AMC
NXRT,NYSE,8.33,2017-03-14,BTO
VRTV,NYSE,-69.41,2017-03-14,BTO
SLD,NYSE,-5.41,2017-03-14,AMC
CIE,NYSE,-230.77,2017-03-14,BTO
AKO.B,NYSE,9.38,2017-03-01,None
CHMI,NYSE,2.0,2017-03-14,AMC
RSO,NYSE,-700.0,2017-03-13,AMC
RUBI,NYSE,1300.0,2017-03-14,AMC
DSW,NYSE,25.0,2017-03-14,BTO
AP,NYSE,-182.35,2017-03-14,BTO
ATH,NYSE,25.86,2017-03-15,AMC
JBL,NYSE,11.11,2017-03-15,AMC
SITE,NYSE,-75.0,2017-03-15,BTO
BXE,NYSE,240.0,2017-03-15,BTO
GES,NYSE,-2.38,2017-03-15,AMC
YRD,NYSE,3133.33,2017-03-15,AMC
HRTG,NYSE,59.09,2017-03-15,AMC
CELP,NYSE,11.76,2017-03-15,BTO
BCEI,NYSE,-122.22,2017-03-15,AMC
ORCL,NYSE,10.53,2017-03-15,AMC
CBK,NYSE,-2.22,2017-03-15,BTO
WSM,NYSE,3.33,2017-03-15,AMC
OR,NYSE,-16.67,2017-03-15,AMC
TWI,NYSE,-166.67,2017-03-15,BTO
VSLR,NYSE,2.38,2017-03-16,AMC
LITB,NYSE,-300.0,2017-03-16,BTO
PTHN,NYSE,-40.0,2017-03-16,BTO
CATO,NYSE,7.69,2017-03-16,BTO
CAL,NYSE,-17.5,2017-03-16,AMC
DG,NYSE,5.67,2017-03-16,BTO
NWY,NYSE,-20.0,2017-03-16,AMC
BIOA,NYSE,-63.16,2017-03-16,AMC
WAAS,NYSE,15.79,2017-03-16,AMC
AGRO,NYSE,-81.82,2017-03-16,AMC
LFL,NYSE,-9.09,2017-03-16,None
TIF,NYSE,5.84,2017-03-17,BTO
TNP,NYSE,66.67,2017-03-17,BTO
VRS,NYSE,5.26,2017-03-17,AMC
SCS,NYSE,-4.35,2017-03-21,AMC
NKE,NYSE,30.77,2017-03-21,AMC
LEN,NYSE,5.36,2017-03-21,BTO
GIS,NYSE,1.41,2017-03-21,BTO
ATTO,NYSE,11.76,2017-03-21,AMC
FDX,NYSE,-10.65,2017-03-21,AMC
SLW,NYSE,11.76,2017-03-21,AMC
WGO,NYSE,2.22,2017-03-22,BTO
USDP,NYSE,-57.5,2017-03-09,AMC
PBR,NYSE,5.0,2017-03-22,None
TEO,NYSE,35.14,2017-03-11,None
ATU,NYSE,-8.33,2017-03-22,BTO
KDMN,NYSE,3.85,2017-03-22,AMC
FNV,NYSE,20.0,2017-03-22,AMC
PVH,NYSE,0.82,2017-03-22,AMC
CMC,NYSE,108.33,2017-03-23,BTO
ACN,NYSE,2.31,2017-03-23,BTO
GME,NYSE,3.93,2017-03-23,AMC
KBH,NYSE,7.14,2017-03-23,AMC
CAG,NYSE,6.67,2017-03-23,BTO
ENV,NYSE,-8.7,2017-03-23,AMC
OXM,NYSE,-30.77,2017-03-23,AMC
BAS,NYSE,-7.27,2017-03-24,AMC
GMRE,NYSE,500.0,2017-03-27,BTO
RHT,NYSE,7.69,2017-03-27,AMC
FBM,NYSE,-163.64,2017-03-27,AMC
DRI,NYSE,3.94,2017-03-27,AMC
SNX,NYSE,9.64,2017-03-27,AMC
CUK,NYSE,15.15,2017-03-28,BTO
CCL,NYSE,8.57,2017-03-28,BTO
HOME,NYSE,-3.7,2017-03-28,BTO
SOL,NYSE,-57.5,2017-03-28,BTO
FDS,NYSE,0.56,2017-03-28,BTO
MKC,NYSE,2.7,2017-03-28,BTO
AVAL,NYSE,-33.33,2017-03-28,None
HIL,NYSE,-900.0,2017-03-29,AMC
WOR,NYSE,-17.91,2017-03-29,AMC
WRD,NYSE,-166.67,2017-03-29,AMC
INSW,NYSE,-12.9,2017-03-29,BTO
UNF,NYSE,8.91,2017-03-29,BTO
FC,NYSE,22.73,2017-03-30,AMC
SAIC,NYSE,-1.25,2017-03-30,BTO
FUL,NYSE,-2.04,2017-03-30,AMC
LNN,NYSE,23.68,2017-03-30,BTO
CLPR,NYSE,40.0,2017-03-30,AMC
SFUN,NYSE,-300.0,2017-03-31,BTO
PTR,NYSE,38.33,2017-03-31,None
PAC,NYSE,15.05,2017-02-24,None
AYI,NYSE,-2.94,2017-04-04,BTO
YUMC,NYSE,18.92,2017-04-05,AMC
MON,NYSE,15.58,2017-04-05,BTO
GBX,NYSE,29.76,2017-04-05,BTO
MSM,NYSE,3.33,2017-04-06,BTO
KMX,NYSE,2.53,2017-04-06,BTO
LW,NYSE,9.26,2017-04-06,BTO
RPM,NYSE,27.27,2017-04-06,BTO
STZ,NYSE,8.03,2017-04-06,BTO
DAL,NYSE,5.48,2017-04-12,BTO
MYCC,NYSE,-50.0,2017-04-12,BTO
PIR,NYSE,3.03,2017-04-12,AMC
C,NYSE,9.68,2017-04-14,None
PNC,NYSE,6.52,2017-04-13,BTO
JPM,NYSE,9.27,2017-04-13,BTO
WFC,NYSE,3.09,2017-04-13,BTO
TSM,NYSE,1.89,2017-04-14,None
UAL,NYSE,10.81,2017-04-17,AMC
MTB,NYSE,10.82,2017-04-17,BTO
CUDA,NYSE,60.0,2017-04-17,AMC
BRO,NYSE,2.38,2017-04-17,AMC
ELS,NYSE,2.04,2017-04-17,AMC
CE,NYSE,5.85,2017-04-17,AMC
SNV,NYSE,11.76,2017-04-17,AMC
GWW,NYSE,-4.32,2017-04-18,BTO
HOG,NYSE,6.06,2017-04-18,BTO
PGR,NYSE,-1.47,2017-04-18,BTO
PZN,NYSE,-7.69,2017-04-18,AMC
GNC,NYSE,12.12,2017-04-18,BTO
SCHW,NYSE,5.41,2017-04-18,BTO
BAC,NYSE,17.14,2017-04-18,BTO
RCI,NYSE,6.98,2017-04-18,AMC
RF,NYSE,4.55,2017-04-18,BTO
UNH,NYSE,8.72,2017-04-18,BTO
PLD,NYSE,1.61,2017-04-18,BTO
IBM,NYSE,1.71,2017-04-18,AMC
CMA,NYSE,0.99,2017-04-18,BTO
KATE,NYSE,-87.5,2017-04-18,BTO
GS,NYSE,-4.28,2017-04-18,BTO
OMC,NYSE,1.04,2017-04-18,BTO
JNJ,NYSE,3.39,2017-04-18,BTO
TMK,NYSE,0.88,2017-04-19,AMC
KMI,NYSE,-5.56,2017-04-19,AMC
AXP,NYSE,4.69,2017-04-19,AMC
ABT,NYSE,11.63,2017-04-19,BTO
HNI,NYSE,18.18,2017-04-19,AMC
IEX,NYSE,10.75,2017-04-19,AMC
CLB,NYSE,7.69,2017-04-19,AMC
BXS,NYSE,2.63,2017-04-19,AMC
URI,NYSE,3.16,2017-04-19,AMC
RLI,NYSE,-8.33,2017-04-19,AMC
VMI,NYSE,3.7,2017-04-19,AMC
USB,NYSE,2.5,2017-04-19,BTO
HXL,NYSE,-4.76,2017-04-19,AMC
BHE,NYSE,30.77,2017-04-19,AMC
LAD,NYSE,0.56,2017-04-19,BTO
LHO,NYSE,4.65,2017-04-19,AMC
MS,NYSE,11.11,2017-04-19,BTO
BMI,NYSE,15.38,2017-04-19,AMC
CYS,NYSE,7.69,2017-04-19,AMC
CNS,NYSE,2.17,2017-04-19,AMC
GPC,NYSE,2.86,2017-04-19,BTO
BLK,NYSE,6.28,2017-04-19,BTO
CCK,NYSE,2.86,2017-04-19,AMC
DHR,NYSE,1.19,2017-04-20,BTO
SNA,NYSE,2.14,2017-04-20,BTO
BGG,NYSE,2.47,2017-04-20,AMC
SON,NYSE,3.51,2017-04-20,BTO
NVR,NYSE,27.25,2017-04-20,BTO
CSRA,NYSE,6.52,2017-05-24,AMC
SHW,NYSE,9.66,2017-04-20,BTO
CFG,NYSE,19.61,2017-04-20,BTO
WAL,NYSE,1.45,2017-04-20,AMC
EGP,NYSE,1.02,2017-04-20,AMC
ASR,NYSE,13.4,2017-04-20,AMC
MD,NYSE,-13.58,2017-04-20,BTO
MTG,NYSE,29.17,2017-04-20,BTO
DOV,NYSE,12.9,2017-04-20,BTO
VLRS,NYSE,-195.83,2017-04-20,BTO
ABB,NYSE,7.69,2017-04-20,BTO
BBT,NYSE,1.37,2017-04-20,BTO
NBHC,NYSE,25.0,2017-04-20,AMC
CAI,NYSE,68.75,2017-04-20,AMC
VZ,NYSE,-3.06,2017-04-20,BTO
V,NYSE,8.86,2017-04-20,AMC
TRV,NYSE,-10.0,2017-04-20,BTO
CLW,NYSE,-6.67,2017-04-20,AMC
NCR,NYSE,21.74,2017-04-20,AMC
ASB,NYSE,9.38,2017-04-20,AMC
AZZ,NYSE,-27.87,2017-04-20,BTO
GATX,NYSE,33.33,2017-04-20,BTO
CLS,NYSE,9.09,2017-04-20,BTO
RHI,NYSE,6.9,2017-04-20,AMC
KCG,NYSE,100.0,2017-04-20,BTO
SXC,NYSE,120.0,2017-04-20,BTO
SALT,NYSE,-15.0,2017-04-20,BTO
DHI,NYSE,1.69,2017-04-20,BTO
SKX,NYSE,9.09,2017-04-20,AMC
JNS,NYSE,9.52,2017-04-20,BTO
PM,NYSE,-4.85,2017-04-20,BTO
BX,NYSE,18.84,2017-04-20,BTO
FCB,NYSE,1.59,2017-04-20,AMC
KEY,NYSE,14.29,2017-04-20,BTO
NUE,NYSE,-2.63,2017-04-20,BTO
IMAX,NYSE,100.0,2017-04-20,BTO
BAS,NYSE,-1.16,2017-04-20,AMC
SXCP,NYSE,73.08,2017-04-20,BTO
DGX,NYSE,13.68,2017-04-20,BTO
PPG,NYSE,3.05,2017-04-20,BTO
NEP,NYSE,-46.34,2017-04-21,BTO
SWK,NYSE,8.4,2017-04-21,BTO
IPG,NYSE,150.0,2017-04-21,BTO
WBC,NYSE,2.08,2017-04-21,BTO
MAN,NYSE,-1.8,2017-04-21,BTO
BLX,NYSE,-11.76,2017-04-21,BTO
HON,NYSE,2.47,2017-04-21,BTO
NEE,NYSE,12.18,2017-04-21,BTO
GE,NYSE,23.53,2017-04-21,BTO
STI,NYSE,3.57,2017-04-21,BTO
COL,NYSE,2.29,2017-04-21,BTO
WBS,NYSE,8.77,2017-04-21,BTO
ITW,NYSE,6.21,2017-04-24,BTO
TNC,NYSE,24.0,2017-04-24,BTO
OI,NYSE,9.43,2017-04-24,AMC
BOH,NYSE,11.11,2017-04-24,BTO
CBU,NYSE,10.34,2017-04-24,AMC
AMP,NYSE,7.14,2017-04-24,AMC
CCI,NYSE,6.9,2017-04-24,AMC
PDS,NYSE,45.45,2017-04-24,BTO
CNI,NYSE,4.76,2017-04-24,AMC
NS,NYSE,-5.77,2017-04-24,BTO
HLX,NYSE,21.43,2017-04-23,AMC
KNL,NYSE,40.91,2017-04-24,AMC
HMN,NYSE,-31.48,2017-04-24,AMC
KMB,NYSE,1.95,2017-04-24,BTO
CR,NYSE,5.0,2017-04-24,AMC
SLCA,NYSE,50.0,2017-04-24,AMC
UIS,NYSE,50.0,2017-04-24,AMC
RE,NYSE,17.35,2017-04-24,AMC
WNC,NYSE,14.81,2017-04-24,AMC
TCB,NYSE,-3.85,2017-04-24,BTO
WHR,NYSE,-6.37,2017-04-24,AMC
AA,NYSE,14.55,2017-04-24,AMC
SWFT,NYSE,18.18,2017-04-24,AMC
LXU,NYSE,-37.14,2017-04-24,AMC
WRI,NYSE,1.67,2017-04-24,AMC
AKR,NYSE,8.11,2017-04-24,AMC
NEM,NYSE,8.7,2017-04-24,AMC
RRC,NYSE,283.33,2017-04-24,AMC
FBK,NYSE,13.51,2017-04-24,AMC
BCR,NYSE,8.3,2017-04-23,AMC
LII,NYSE,16.88,2017-04-24,BTO
WRB,NYSE,-4.11,2017-04-24,AMC
HAL,NYSE,33.33,2017-04-24,BTO
EDU,NYSE,2.38,2017-04-24,BTO
ABX,NYSE,-41.67,2017-04-24,AMC
FBC,NYSE,27.78,2017-04-25,BTO
GPK,NYSE,7.69,2017-04-25,BTO
SYK,NYSE,3.5,2017-04-25,AMC
AKS,NYSE,26.67,2017-04-25,BTO
MAS,NYSE,17.14,2017-04-25,BTO
WAB,NYSE,1.2,2017-04-25,BTO
HUBB,NYSE,10.81,2017-04-25,BTO
FBP,NYSE,10.0,2017-04-25,BTO
PNR,NYSE,6.56,2017-04-25,BTO
PSB,NYSE,7.8,2017-04-25,AMC
FCF,NYSE,5.88,2017-04-25,BTO
CMG,NYSE,25.0,2017-04-25,AMC
GCI,NYSE,16.67,2017-04-25,BTO
AGR,NYSE,7.35,2017-04-25,BTO
EW,NYSE,14.63,2017-04-25,AMC
CNC,NYSE,5.66,2017-04-25,BTO
AN,NYSE,6.59,2017-04-25,BTO
GLW,NYSE,11.43,2017-04-25,BTO
JBT,NYSE,11.32,2017-04-25,AMC
COF,NYSE,-9.33,2017-04-25,AMC
NEFF,NYSE,-5.26,2017-04-25,AMC
BXMT,NYSE,-5.17,2017-04-25,AMC
NLSN,NYSE,-34.88,2017-04-25,BTO
BXP,NYSE,-1.33,2017-04-25,AMC
HIW,NYSE,2.56,2017-04-25,AMC
KO,NYSE,-2.27,2017-04-25,BTO
SCL,NYSE,19.3,2017-04-25,BTO
ARNC,NYSE,32.0,2017-04-25,AMC
CLGX,NYSE,-23.33,2017-04-25,AMC
HTH,NYSE,-20.59,2017-04-25,AMC
LH,NYSE,1.37,2017-04-25,BTO
