ticker,exchange,eps_pct_diff_surp,asof_date,act_rpt_code
AKR,NYSE,-7.14,2017-02-14,AMC
CVG,NYSE,-2.08,2017-02-22,AMC
RRC,NYSE,-925.0,2017-02-22,AMC
SAP,NYSE,23.64,2017-01-24,BTO
CCI,NYSE,3.6,2017-01-25,AMC
WFT,NYSE,3.03,2017-02-01,AMC
ENB,NYSE,-4.55,2017-02-17,BTO
PB,NYSE,1.02,2017-01-25,BTO
VIV,NYSE,15.79,2017-02-23,None
AXL,NYSE,13.04,2017-02-10,BTO
BP,NYSE,-18.75,2017-02-08,None
ETM,NYSE,39.13,2017-02-22,BTO
HT,NYSE,6.12,2017-02-22,AMC
INFY,NYSE,4.35,2017-01-13,BTO
JLL,NYSE,0.77,2017-02-06,AMC
TREX,NYSE,2.38,2017-02-21,BTO
GS,NYSE,6.72,2017-01-19,None
WCC,NYSE,2.13,2017-01-26,BTO
RDN,NYSE,2.5,2017-01-26,BTO
RAI,NYSE,3.33,2017-02-09,BTO
SKX,NYSE,-63.64,2017-02-09,AMC
WTM,NYSE,228.67,2017-02-07,BTO
NCI,NYSE,15.38,2017-02-16,BTO
BLK,NYSE,2.39,2017-01-13,BTO
CIR,NYSE,17.07,2017-02-16,BTO
PKG,NYSE,6.03,2017-01-30,AMC
PKI,NYSE,-3.49,2017-02-02,AMC
UGP,NYSE,4.35,2017-02-23,AMC
UPS,NYSE,-2.98,2017-01-31,BTO
SLF,NYSE,25.35,2017-02-15,AMC
EW,NYSE,5.63,2017-02-01,AMC
MET,NYSE,0.75,2017-02-01,AMC
FBR,NYSE,-150.0,2017-02-01,None
VVC,NYSE,7.69,2017-02-22,AMC
NVS,NYSE,2.75,2017-01-26,None
BHLB,NYSE,-1.75,2017-01-30,AMC
CRL,NYSE,9.01,2017-02-14,BTO
CYH,NYSE,283.33,2017-02-20,AMC
WPC,NYSE,6.09,2017-02-23,AMC
MTOR,NYSE,31.58,2017-02-01,BTO
VZ,NYSE,-3.37,2017-01-24,BTO
BEL,NYSE,-83.33,2017-02-27,AMC
XEL,NYSE,2.27,2017-02-02,BTO
ALE,NYSE,21.92,2017-02-15,BTO
ITGR,NYSE,6.1,2017-02-27,AMC
HW,NYSE,-34.62,2017-01-31,BTO
POL,NYSE,5.56,2017-01-27,BTO
COH,NYSE,2.74,2017-01-31,BTO
CXW,NYSE,16.13,2017-02-08,AMC
DVA,NYSE,7.69,2017-02-16,AMC
EXC,NYSE,-2.22,2017-02-08,BTO
MCO,NYSE,9.82,2017-02-17,BTO
BRFS,NYSE,-950.0,2017-02-24,None
TU,NYSE,-13.04,2017-02-09,BTO
GG,NYSE,33.33,2017-02-15,AMC
NYCB,NYSE,-8.0,2017-01-25,BTO
SXT,NYSE,2.56,2017-02-09,AMC
AMX,NYSE,-125.0,2017-02-04,None
MPX,NYSE,-37.5,2017-01-25,BTO
OIS,NYSE,9.09,2017-02-15,AMC
MMP,NYSE,10.64,2017-02-02,BTO
PES,NYSE,-9.68,2017-02-17,BTO
ABB,NYSE,22.22,2017-02-08,BTO
ADS,NYSE,0.91,2017-01-26,BTO
PRA,NYSE,31.75,2017-02-22,AMC
STO,NYSE,-111.76,2017-02-08,None
COL,NYSE,4.35,2017-01-20,BTO
KAI,NYSE,11.29,2017-02-23,AMC
CEQP,NYSE,-88.24,2017-02-21,BTO
ABC,NYSE,9.68,2017-01-31,BTO
BG,NYSE,8.97,2017-02-15,BTO
ECA,NYSE,200.0,2017-02-16,BTO
ZBH,NYSE,1.42,2017-01-31,BTO
EEP,NYSE,7.69,2017-02-16,AMC
ANTM,NYSE,10.69,2017-02-01,BTO
CVX,NYSE,-65.63,2017-01-27,BTO
GXP,NYSE,44.44,2017-02-23,AMC
PFG,NYSE,10.43,2017-01-30,AMC
AAP,NYSE,-8.26,2017-02-21,BTO
AMN,NYSE,12.73,2017-02-16,DMT
KND,NYSE,33.33,2017-02-27,AMC
CNC,NYSE,6.25,2017-02-07,BTO
PRU,NYSE,6.49,2017-02-08,AMC
NS,NYSE,-157.41,2017-01-31,BTO
ITUB,NYSE,3.85,2017-02-08,None
SXL,NYSE,26.09,2017-02-22,AMC
VALE,NYSE,55.88,2017-02-24,None
LCI,NYSE,10.84,2017-02-01,AMC
NLS,NYSE,-7.32,2017-02-21,AMC
RGC,NYSE,26.92,2017-02-09,AMC
NPO,NYSE,-73.21,2017-02-15,AMC
TRI,NYSE,3.45,2017-02-09,BTO
CAE,NYSE,17.65,2017-02-14,BTO
BANC,NYSE,12.5,2017-01-30,BTO
COP,NYSE,31.58,2017-02-02,BTO
XEC,NYSE,1.69,2017-02-15,AMC
JNS,NYSE,-16.67,2017-01-24,BTO
PFS,NYSE,-5.41,2017-01-27,BTO
BXMT,NYSE,-5.0,2017-02-14,AMC
CNX,NYSE,100.0,2017-01-31,BTO
AMT,NYSE,3.52,2017-02-27,BTO
ABG,NYSE,9.09,2017-02-07,BTO
LII,NYSE,7.14,2017-02-07,BTO
AEE,NYSE,-13.33,2017-02-16,BTO
SAH,NYSE,6.45,2017-02-21,BTO
GPI,NYSE,2.96,2017-02-02,BTO
FIX,NYSE,-4.26,2017-02-23,AMC
MMS,NYSE,14.52,2017-02-09,BTO
NOV,NYSE,48.28,2017-02-06,AMC
DF,NYSE,-7.32,2017-02-16,BTO
SAM,NYSE,47.06,2017-02-22,AMC
LSI,NYSE,0.77,2017-02-15,AMC
RL,NYSE,13.41,2017-02-02,BTO
FLR,NYSE,2.5,2017-02-17,BTO
ALL,NYSE,34.78,2017-02-01,AMC
ATI,NYSE,63.64,2017-01-24,BTO
EE,NYSE,133.33,2017-02-23,BTO
AIT,NYSE,3.39,2017-01-26,BTO
CHH,NYSE,3.7,2017-02-15,AMC
FMS,NYSE,3.28,2017-02-23,None
BCO,NYSE,22.54,2017-02-08,BTO
CBB,NYSE,-66.67,2017-02-15,BTO
PSA,NYSE,0.76,2017-02-23,AMC
JPM,NYSE,20.42,2017-01-13,BTO
USB,NYSE,1.23,2017-01-18,BTO
ITG,NYSE,45.45,2017-02-01,BTO
AVA,NYSE,3.33,2017-02-22,AMC
AXS,NYSE,22.58,2017-02-01,AMC
MOH,NYSE,-16.0,2017-02-15,AMC
AHT,NYSE,-27.27,2017-02-23,AMC
GPK,NYSE,-6.67,2017-02-07,BTO
CNO,NYSE,-10.26,2017-02-07,AMC
CRI,NYSE,6.55,2017-02-23,BTO
FPO,NYSE,3.85,2017-02-23,AMC
WLL,NYSE,15.15,2017-02-21,AMC
AEL,NYSE,10.53,2017-02-08,AMC
AHL,NYSE,-54.55,2017-02-08,AMC
AUY,NYSE,-66.67,2017-02-24,AMC
CMP,NYSE,15.38,2017-02-08,AMC
TPX,NYSE,4.42,2017-02-16,BTO
UTI,NYSE,10.0,2017-02-01,AMC
ENLC,NYSE,-125.0,2017-02-14,AMC
AIZ,NYSE,15.0,2017-02-07,AMC
HTH,NYSE,-23.4,2017-01-26,AMC
ETP,NYSE,-135.0,2017-02-22,AMC
FHN,NYSE,-8.0,2017-01-13,BTO
HNI,NYSE,-3.53,2017-02-08,AMC
GHL,NYSE,17.46,2017-01-26,AMC
XPO,NYSE,20.0,2017-02-21,AMC
CHE,NYSE,-4.27,2017-02-15,AMC
GNW,NYSE,-228.57,2017-02-07,AMC
CBG,NYSE,17.72,2017-02-10,BTO
GOL,NYSE,-116.67,2017-02-17,BTO
CAB,NYSE,-13.93,2017-02-16,BTO
VVI,NYSE,8.33,2017-02-09,AMC
WCG,NYSE,94.34,2017-02-07,BTO
HEP,NYSE,-23.08,2017-02-21,BTO
BDC,NYSE,0.71,2017-02-02,BTO
ENS,NYSE,4.42,2017-02-08,AMC
KRG,NYSE,-1.96,2017-02-02,AMC
WLK,NYSE,16.0,2017-02-21,BTO
EXR,NYSE,6.19,2017-02-21,DMT
SHO,NYSE,11.54,2017-02-21,AMC
CUBE,NYSE,2.7,2017-02-16,AMC
BBW,NYSE,-55.07,2017-02-16,BTO
NP,NYSE,22.22,2017-02-15,AMC
KNL,NYSE,-2.22,2017-02-10,AMC
LVS,NYSE,-4.62,2017-01-25,AMC
HLF,NYSE,8.7,2017-02-23,AMC
MIC,NYSE,50.85,2017-02-21,AMC
PHH,NYSE,-994.12,2017-02-15,AMC
CE,NYSE,0.66,2017-02-01,BTO
EDR,NYSE,5.36,2017-02-21,BTO
ARC,NYSE,50.0,2017-02-21,AMC
PBH,NYSE,8.93,2017-02-02,BTO
HUN,NYSE,20.0,2017-02-15,BTO
WEX,NYSE,2.56,2017-02-13,BTO
DLB,NYSE,37.84,2017-01-25,AMC
DSX,NYSE,5.0,2017-02-14,BTO
LAZ,NYSE,14.14,2017-02-02,BTO
TGP,NYSE,-50.0,2017-02-23,BTO
DRH,NYSE,4.35,2017-02-22,BTO
HTGC,NYSE,34.38,2017-02-23,AMC
THS,NYSE,5.56,2017-02-09,BTO
NSR,NYSE,2.44,2017-02-02,AMC
WAL,NYSE,2.94,2017-01-26,AMC
MPW,NYSE,3.33,2017-02-09,BTO
RDS.A,NYSE,-38.89,2017-02-03,None
FTK,NYSE,-50.0,2017-02-08,AMC
ALJ,NYSE,35.48,2017-02-23,AMC
STN,NYSE,-23.53,2017-02-23,BTO
CF,NYSE,-550.0,2017-02-15,AMC
ACCO,NYSE,6.67,2017-02-22,BTO
AMP,NYSE,12.35,2017-02-01,AMC
DHT,NYSE,50.0,2017-01-30,AMC
NM,NYSE,-16.67,2017-02-22,BTO
CCO,NYSE,460.0,2017-02-23,BTO
BWP,NYSE,12.9,2017-02-06,BTO
ICE,NYSE,2.9,2017-02-07,BTO
UAA,NYSE,-8.0,2017-01-31,BTO
BKD,NYSE,-6.38,2017-02-13,AMC
DCP,NYSE,-20.83,2017-02-14,BTO
CPA,NYSE,5.19,2017-02-15,AMC
CMG,NYSE,1.85,2017-02-02,AMC
KOP,NYSE,53.85,2017-02-23,BTO
UAL,NYSE,7.88,2017-01-17,AMC
ETE,NYSE,-16.0,2017-02-22,AMC
TDG,NYSE,7.93,2017-02-07,BTO
BMA,NYSE,16.05,2017-02-15,AMC
POR,NYSE,4.62,2017-02-17,BTO
KS,NYSE,-8.0,2017-02-08,AMC
TECK,NYSE,-15.38,2017-02-15,BTO
DK,NYSE,22.81,2017-02-27,AMC
BCH,NYSE,-4.41,2017-05-09,None
VG,NYSE,-40.0,2017-02-14,BTO
MA,NYSE,1.18,2017-01-31,BTO
MWA,NYSE,-40.0,2017-02-02,AMC
PGTI,NYSE,-9.09,2017-02-21,BTO
AWH,NYSE,-23.81,2017-02-01,AMC
NSH,NYSE,-64.1,2017-01-31,BTO
WYN,NYSE,3.85,2017-02-15,BTO
WNS,NYSE,17.14,2017-01-19,BTO
AYR,NYSE,79.17,2017-02-14,BTO
EVR,NYSE,1.42,2017-02-01,BTO
HBI,NYSE,-8.62,2017-02-02,AMC
WU,NYSE,9.3,2017-02-09,AMC
OC,NYSE,18.03,2017-02-08,BTO
DAC,NYSE,5.0,2017-02-21,AMC
AWI,NYSE,2.27,2017-02-27,BTO
LDOS,NYSE,-7.41,2017-02-23,BTO
DEI,NYSE,4.44,2017-02-08,None
OB,NYSE,37.5,2017-02-07,BTO
SBH,NYSE,-13.33,2017-02-02,BTO
EBS,NYSE,23.33,2017-02-23,AMC
KBR,NYSE,-447.06,2017-02-24,BTO
AER,NYSE,28.24,2017-02-21,BTO
NOA,NYSE,-200.0,2017-02-14,AMC
SPR,NYSE,-12.75,2017-02-01,BTO
DCT,NYSE,3.51,2017-02-02,AMC
SE,NYSE,-15.15,2017-02-17,BTO
TOO,NYSE,-125.0,2017-02-23,BTO
EIG,NYSE,79.25,2017-02-22,AMC
HF,NYSE,4.48,2017-02-23,AMC
TCAP,NYSE,5.0,2017-02-22,AMC
BR,NYSE,2.63,2017-02-08,BTO
CNK,NYSE,48.84,2017-02-23,BTO
JMP,NYSE,30.0,2017-02-15,AMC
CLR,NYSE,41.67,2017-02-22,AMC
CAI,NYSE,-181.82,2017-02-14,AMC
BGS,NYSE,-29.27,2017-02-23,AMC
DFS,NYSE,1.45,2017-01-24,AMC
TEL,NYSE,15.0,2017-01-25,BTO
BX,NYSE,7.94,2017-01-26,BTO
SEP,NYSE,1.25,2017-02-17,BTO
PRO,NYSE,-19.35,2017-02-07,AMC
WBC,NYSE,2.08,2017-02-17,BTO
DHX,NYSE,10.0,2017-02-07,BTO
PMC,NYSE,13.73,2017-02-24,BTO
HGG,NYSE,-486.21,2017-01-26,BTO
VR,NYSE,2.56,2017-02-01,AMC
CXO,NYSE,322.22,2017-02-21,AMC
G,NYSE,13.89,2017-02-10,BTO
VMW,NYSE,2.78,2017-01-26,AMC
CGA,NYSE,-6.25,2017-02-14,BTO
TDC,NYSE,11.76,2017-02-09,BTO
MAIN,NYSE,1.79,2017-02-23,AMC
TGH,NYSE,35.14,2017-02-16,BTO
RBS,NYSE,533.33,2017-02-25,None
RF,NYSE,4.55,2017-01-20,BTO
PZN,NYSE,7.14,2017-02-07,AMC
LL,NYSE,31.03,2017-02-21,BTO
MSCI,NYSE,6.58,2017-02-02,BTO
CIM,NYSE,1.56,2017-02-14,AMC
ARR,NYSE,5.97,2017-02-15,AMC
KW,NYSE,182.35,2017-02-23,AMC
LRN,NYSE,7.14,2017-01-26,AMC
TNK,NYSE,-25.0,2017-02-23,BTO
DAN,NYSE,51.28,2017-02-09,BTO
BIP,NYSE,4.55,2017-02-01,BTO
CPN,NYSE,-700.0,2017-02-10,BTO
PM,NYSE,-0.9,2017-02-02,BTO
HI,NYSE,5.0,2017-02-01,AMC
V,NYSE,10.26,2017-02-02,AMC
AWK,NYSE,1.79,2017-02-21,AMC
DPS,NYSE,-1.89,2017-02-14,BTO
CFX,NYSE,4.55,2017-02-02,BTO
WES,NYSE,-42.62,2017-02-22,AMC
SB,NYSE,-12.5,2017-02-23,AMC
NNA,NYSE,175.0,2017-02-09,BTO
JBT,NYSE,26.87,2017-02-27,AMC
CLW,NYSE,-3.53,2017-02-08,AMC
MJN,NYSE,-6.02,2017-01-26,BTO
DGI,NYSE,171.43,2017-02-24,BTO
WCN,NYSE,4.62,2017-02-21,AMC
IVR,NYSE,-12.2,2017-02-21,AMC
PMT,NYSE,7.32,2017-02-02,AMC
STWD,NYSE,-2.13,2017-02-23,BTO
SPB,NYSE,4.31,2017-01-26,BTO
ARI,NYSE,11.9,2017-02-27,AMC
SEM,NYSE,20.0,2017-02-23,AMC
TWO,NYSE,-100.0,2017-02-06,AMC
CVE,NYSE,583.33,2017-02-16,BTO
H,NYSE,20.83,2017-02-16,BTO
LEA,NYSE,11.76,2017-01-26,BTO
CLD,NYSE,880.0,2017-02-15,AMC
CHSP,NYSE,4.35,2017-02-22,AMC
PEB,NYSE,7.55,2017-02-23,AMC
CIT,NYSE,-25.32,2017-01-31,BTO
KAR,NYSE,-6.25,2017-02-21,AMC
KRA,NYSE,-6.45,2017-02-27,AMC
MSGN,NYSE,7.55,2017-02-02,BTO
PDM,NYSE,2.33,2017-02-08,AMC
GNRC,NYSE,8.74,2017-02-14,BTO
ST,NYSE,2.7,2017-02-02,BTO
SEMG,NYSE,5.88,2017-02-23,AMC
CALX,NYSE,-100.0,2017-02-14,AMC
MXL,NYSE,19.23,2017-02-08,AMC
STNG,NYSE,10.0,2017-02-13,BTO
CLDT,NYSE,18.92,2017-02-23,AMC
LYB,NYSE,3.32,2017-02-03,BTO
JKS,NYSE,-33.83,2017-02-27,BTO
FAF,NYSE,12.2,2017-02-09,BTO
CPS,NYSE,20.69,2017-02-16,AMC
QEP,NYSE,31.82,2017-02-22,AMC
OAS,NYSE,33.33,2017-02-22,AMC
VPG,NYSE,13.04,2017-02-21,BTO
FN,NYSE,-1.47,2017-02-06,AMC
BWXT,NYSE,24.32,2017-02-27,AMC
KKR,NYSE,-4.76,2017-02-09,BTO
GDOT,NYSE,100.0,2017-02-22,AMC
WPZ,NYSE,-41.46,2017-02-15,AMC
COR,NYSE,8.16,2017-02-09,BTO
VC,NYSE,33.82,2017-02-23,BTO
TOWR,NYSE,6.25,2017-02-14,BTO
CHMT,NYSE,-19.05,2017-02-22,AMC
HBM,NYSE,50.0,2017-02-22,AMC
CMRE,NYSE,16.67,2017-01-26,AMC
IPHI,NYSE,25.0,2017-02-07,AMC
BAH,NYSE,-5.0,2017-01-30,BTO
GM,NYSE,12.28,2017-02-08,None
FRC,NYSE,0.98,2017-01-13,BTO
WD,NYSE,73.13,2017-02-08,BTO
FLT,NYSE,2.89,2017-02-08,AMC
AG,NYSE,-150.0,2017-02-22,BTO
AAT,NYSE,-2.04,2017-02-14,AMC
LFGR,NYSE,25.71,2017-02-23,AMC
NLSN,NYSE,-42.86,2017-02-09,BTO
BKU,NYSE,7.27,2017-01-25,BTO
INN,NYSE,20.0,2017-02-23,AMC
KMI,NYSE,5.56,2017-01-18,AMC
HCA,NYSE,6.18,2017-01-31,BTO
MX,NYSE,-1675.0,2017-02-09,AMC
HII,NYSE,47.98,2017-02-16,BTO
APO,NYSE,42.03,2017-02-03,BTO
GNC,NYSE,-81.08,2017-02-16,BTO
UAN,NYSE,-533.33,2017-02-16,BTO
ELLI,NYSE,47.83,2017-02-09,AMC
STAG,NYSE,5.0,2017-02-16,AMC
AL,NYSE,73.49,2017-02-23,AMC
TLLP,NYSE,-24.56,2017-02-06,AMC
RLJ,NYSE,15.38,2017-02-22,AMC
NGL,NYSE,-117.5,2017-02-07,BTO
MOS,NYSE,116.67,2017-02-07,BTO
P,NYSE,25.0,2017-02-09,AMC
MPC,NYSE,72.0,2017-02-01,BTO
SXC,NYSE,-40.91,2017-01-26,BTO
WAIR,NYSE,-26.92,2017-02-07,AMC
FBHS,NYSE,2.9,2017-01-31,AMC
XYL,NYSE,1.54,2017-02-02,BTO
VAC,NYSE,3.98,2017-02-23,BTO
PACD,NYSE,20.08,2017-02-23,AMC
DLPH,NYSE,14.38,2017-02-02,BTO
WPX,NYSE,5.88,2017-02-22,AMC
SN,NYSE,-62.5,2017-02-22,BTO
KORS,NYSE,1.23,2017-02-07,BTO
CUBI,NYSE,26.67,2017-01-26,BTO
POST,NYSE,14.81,2017-02-02,AMC
JE,NYSE,711.11,2017-02-08,AMC
SLCA,NYSE,10.0,2017-02-22,AMC
MTDR,NYSE,-11.11,2017-02-22,AMC
EPAM,NYSE,7.27,2017-02-16,BTO
CPAC,NYSE,-66.67,2017-02-15,None
YELP,NYSE,333.33,2017-02-09,AMC
NSM,NYSE,-16.28,2017-02-22,BTO
ALSN,NYSE,33.33,2017-02-06,AMC
VIPS,NYSE,11.76,2017-02-20,AMC
VCRA,NYSE,7.14,2017-02-09,AMC
RXN,NYSE,4.17,2017-02-01,AMC
GLOG,NYSE,-60.0,2017-02-17,BTO
PBA,NYSE,-12.0,2017-02-23,AMC
OAK,NYSE,56.9,2017-02-07,BTO
FET,NYSE,5.88,2017-02-10,AMC
MRC,NYSE,-63.64,2017-02-16,AMC
PSX,NYSE,-58.97,2017-02-03,BTO
EVER,NYSE,-2.86,2017-01-27,BTO
HTA,NYSE,2.44,2017-02-15,AMC
EQM,NYSE,-5.07,2017-02-02,BTO
NOW,NYSE,-50.0,2017-01-25,AMC
NGVC,NYSE,-35.71,2017-02-02,AMC
GMED,NYSE,-6.06,2017-02-27,AMC
MANU,NYSE,30.0,2017-02-09,BTO
HCLP,NYSE,-37.5,2017-02-21,AMC
SUN,NYSE,196.43,2017-02-23,AMC
NBHC,NYSE,56.52,2017-01-26,AMC
BSMX,NYSE,6.25,2017-01-27,BTO
SMLP,NYSE,-5.88,2017-02-23,AMC
DYN,NYSE,-12.9,2017-02-23,AMC
BERY,NYSE,11.11,2017-02-03,BTO
RLGY,NYSE,27.27,2017-02-24,BTO
MPLX,NYSE,-19.05,2017-02-01,BTO
WWAV,NYSE,-9.52,2017-02-16,AMC
DKL,NYSE,-2.08,2017-02-27,AMC
WGP,NYSE,8.33,2017-02-22,AMC
PBF,NYSE,-18.33,2017-02-16,BTO
SBY,NYSE,14.29,2017-02-27,AMC
WLH,NYSE,-9.09,2017-02-22,BTO
USAC,NYSE,133.33,2017-02-13,BTO
CVRR,NYSE,22.22,2017-02-16,BTO
SXCP,NYSE,-24.27,2017-01-26,BTO
ZTS,NYSE,4.44,2017-02-16,BTO
BCC,NYSE,250.0,2017-02-24,BTO
AGI,NYSE,-250.0,2017-02-23,BTO
APAM,NYSE,3.92,2017-02-06,AMC
SSNI,NYSE,16.67,2017-02-21,AMC
MODN,NYSE,27.59,2017-02-06,AMC
KNOP,NYSE,43.18,2017-02-15,BTO
TMHC,NYSE,12.07,2017-01-30,AMC
EVTC,NYSE,4.88,2017-02-22,AMC
CST,NYSE,-34.29,2017-02-27,AMC
EARN,NYSE,4.44,2017-02-09,AMC
TISI,NYSE,-1300.0,2017-05-09,AMC
VOYA,NYSE,15.19,2017-02-08,BTO
NRZ,NYSE,5.08,2017-02-21,BTO
AHH,NYSE,4.17,2017-02-09,BTO
PFSI,NYSE,29.87,2017-02-01,AMC
EMES,NYSE,-8.45,2017-02-27,BTO
Q,NYSE,2.83,2017-02-14,BTO
TEP,NYSE,-6.25,2017-02-15,AMC
DATA,NYSE,24.32,2017-02-02,AMC
ECOM,NYSE,400.0,2017-02-09,AMC
GIMO,NYSE,-38.89,2017-02-02,AMC
COTY,NYSE,-14.29,2017-02-09,BTO
MNK,NYSE,5.52,2017-02-07,BTO
LXFT,NYSE,6.35,2017-02-14,AMC
TRMR,NYSE,100.0,2017-02-09,BTO
UCP,NYSE,75.0,2017-02-27,BTO
DOC,NYSE,-10.0,2017-02-24,BTO
PSXP,NYSE,-14.47,2017-02-03,BTO
ASC,NYSE,-10.0,2017-02-07,BTO
FI,NYSE,-28.57,2017-02-23,BTO
MIXT,NYSE,71.43,2017-02-02,BTO
TPRE,NYSE,4.26,2017-02-23,AMC
MUSA,NYSE,14.0,2017-02-01,AMC
DOOR,NYSE,-5.17,2017-02-22,AMC
CINR,NYSE,-22.22,2017-02-16,BTO
VLRS,NYSE,64.29,2017-02-17,BTO
MYCC,NYSE,6.67,2017-02-22,BTO
RNG,NYSE,11.11,2017-02-13,AMC
CNHI,NYSE,27.27,2017-01-31,BTO
RMAX,NYSE,10.81,2017-02-23,AMC
ESRT,NYSE,13.64,2017-02-22,AMC
CXP,NYSE,2.78,2017-02-09,AMC
PAGP,NYSE,-111.94,2017-02-07,AMC
BRX,NYSE,3.92,2017-02-13,AMC
WUBA,NYSE,39.13,2017-02-27,AMC
ESNT,NYSE,9.68,2017-02-10,BTO
TCS,NYSE,-15.38,2017-02-07,AMC
AHP,NYSE,17.24,2017-02-22,AMC
BCRH,NYSE,39.39,2017-02-01,AMC
TWTR,NYSE,72.73,2017-02-09,BTO
MEP,NYSE,-5.56,2017-02-15,AMC
CHGG,NYSE,100.0,2017-02-13,AMC
DLNG,NYSE,7.32,2017-02-27,AMC
EROS,NYSE,-7.14,2017-02-21,BTO
ALLE,NYSE,-6.9,2017-02-09,BTO
VLP,NYSE,6.94,2017-02-02,BTO
CTT,NYSE,-18.18,2017-02-16,AMC
ARMK,NYSE,6.25,2017-02-07,BTO
HLT,NYSE,7.69,2017-02-15,BTO
SALT,NYSE,-16.0,2017-02-06,BTO
FGL,NYSE,14.75,2017-02-06,BTO
ALLY,NYSE,14.89,2017-01-31,BTO
OGS,NYSE,2.56,2017-02-22,AMC
RSPP,NYSE,100.0,2017-02-27,AMC
SFR,NYSE,4.44,2017-02-27,AMC
CPG,NYSE,244.44,2017-02-23,BTO
SC,NYSE,-50.0,2017-01-25,BTO
RICE,NYSE,1750.0,2017-02-22,AMC
NWHM,NYSE,16.92,2017-02-22,BTO
SNOW,NYSE,27.69,2017-02-02,BTO
NEWM,NYSE,-34.04,2017-02-21,BTO
CBPX,NYSE,10.71,2017-02-23,AMC
IBP,NYSE,-12.5,2017-02-27,BTO
KN,NYSE,18.52,2017-02-06,AMC
TIER,NYSE,11.11,2017-02-13,AMC
QUOT,NYSE,100.0,2017-02-09,AMC
CSLT,NYSE,36.36,2017-02-15,AMC
QTWO,NYSE,20.0,2017-02-15,AMC
AMBR,NYSE,-7.14,2017-02-16,AMC
TSLX,NYSE,6.82,2017-02-22,AMC
OUT,NYSE,9.8,2017-02-22,AMC
HIVE,NYSE,30.0,2017-02-14,AMC
GRUB,NYSE,-5.0,2017-02-08,BTO
FPI,NYSE,260.0,2017-02-22,AMC
ZOES,NYSE,-16.67,2017-02-23,AMC
ENBL,NYSE,-17.65,2017-02-21,BTO
PAYC,NYSE,66.67,2017-02-08,AMC
MC,NYSE,10.0,2017-02-08,AMC
ARES,NYSE,25.71,2017-02-24,BTO
GLOP,NYSE,19.23,2017-01-27,BTO
LPG,NYSE,-100.0,2017-01-30,BTO
PBFX,NYSE,5.56,2017-02-16,BTO
WPG,NYSE,-2.04,2017-02-22,AMC
ZEN,NYSE,20.0,2017-02-08,AMC
DNOW,NYSE,19.44,2017-02-15,BTO
TIME,NYSE,-2.6,2017-02-16,BTO
PE,NYSE,-14.29,2017-02-23,AMC
ANET,NYSE,34.33,2017-02-16,AMC
TSE,NYSE,27.27,2017-02-22,AMC
ASPN,NYSE,-47.06,2017-02-23,AMC
CCS,NYSE,5.97,2017-02-14,AMC
TMST,NYSE,-230.43,2017-02-16,AMC
FNFV,NYSE,-200.0,2017-02-01,AMC
FNF,NYSE,14.52,2017-02-01,AMC
SERV,NYSE,10.0,2017-02-23,BTO
NEP,NYSE,145.95,2017-01-27,BTO
OEC,NYSE,13.89,2017-02-23,AMC
SYF,NYSE,4.48,2017-01-20,BTO
MBLY,NYSE,16.67,2017-02-22,BTO
BABA,NYSE,28.24,2017-01-24,BTO
CFG,NYSE,3.77,2017-01-20,BTO
ICL,NYSE,12.5,2017-02-15,BTO
CNNX,NYSE,-2.56,2017-02-16,BTO
W,NYSE,28.17,2017-02-23,BTO
AAC,NYSE,7.14,2017-02-27,AMC
ECC,NYSE,-16.36,2017-02-24,BTO
HUBS,NYSE,17.02,2017-02-14,AMC
OMAM,NYSE,3.13,2017-02-02,BTO
FCAU,NYSE,-2.56,2017-01-26,BTO
DM,NYSE,52.0,2017-02-01,BTO
GWB,NYSE,1.61,2017-01-26,BTO
ZAYO,NYSE,14.29,2017-02-09,AMC
HYH,NYSE,11.11,2017-02-27,BTO
SHLX,NYSE,-2.86,2017-02-23,BTO
ENVA,NYSE,-13.64,2017-02-02,AMC
NVRO,NYSE,-61.9,2017-02-23,AMC
AXTA,NYSE,-6.67,2017-02-08,BTO
CRC,NYSE,-15.79,2017-02-16,AMC
NAP,NYSE,-12.5,2017-01-25,BTO
STOR,NYSE,7.5,2017-02-23,BTO
PGRE,NYSE,-10.0,2017-02-22,AMC
QSR,NYSE,4.76,2017-02-13,BTO
LC,NYSE,11.11,2017-02-14,AMC
NEWR,NYSE,13.33,2017-02-07,AMC
WK,NYSE,40.0,2017-02-23,AMC
ONDK,NYSE,-117.39,2017-02-16,BTO
RMP,NYSE,84.0,2017-02-23,AMC
VSTO,NYSE,6.9,2017-02-09,BTO
SUM,NYSE,-8.7,2017-02-22,BTO
GDDY,NYSE,25.0,2017-02-15,AMC
NSA,NYSE,7.14,2017-02-27,AMC
BSM,NYSE,-93.75,2017-02-27,AMC
EVA,NYSE,-9.68,2017-02-23,BTO
TEGP,NYSE,21.43,2017-02-15,AMC
CHCT,NYSE,-2.56,2017-02-23,AMC
FTAI,NYSE,100.0,2017-02-23,AMC
BKFS,NYSE,-6.9,2017-02-01,AMC
SHOP,NYSE,16.67,2017-02-15,BTO
GNL,NYSE,5.0,2017-02-27,BTO
AXON,NYSE,-6.67,2017-02-14,AMC
UNVR,NYSE,28.57,2017-02-22,BTO
FIT,NYSE,-3.28,2017-02-22,AMC
TRU,NYSE,31.25,2017-02-14,BTO
